Sherlock	NP0	sherlock
I	PNP	i
looked	VVD	look
out	AVP	out
of	PRF	of
the	AT0	the
open	AJ0	open
window	NN1	window
.	SENT	.
The	AT0	the
moon	NN1	moon
still	AV0	still
shone	VVD	shine
brightly	AV0	brightly
on	PRP	on
that	DT0	that
angle	NN1	angle
of	PRF	of
the	AT0	the
house	NN1	house
.	SENT	.
We	PNP	we
were	VBD	be
a	AT0	a
good	AJ0	good
sixty	CRD	sixty
feet	NN2	foot
from	PRP	from
the	AT0	the
ground	NN1	ground
,	PUN	,
and	CJC	and
,	PUN	,
look	VVB	look
where	AVQ	where
I	PNP	i
would	VM0	would
,	PUN	,
I	PNP	i
could	VM0	could
see	VVI	see
no	AT0	no
foothold	NN1	foothold
,	PUN	,
nor	CJC	nor
as	CJS	as
much	AV0	much
as	CJS	as
a	AT0	a
crevice	NN1	crevice
in	PRP	in
the	AT0	the
brick-work	NN1	brick-work
.	SENT	.
""""	PUQ	""""
It	PNP	it
is	VBZ	be
absolutely	AV0	absolutely
impossible	AJ0	impossible
,	PUN	,
""""	PUQ	""""
I	PNP	i
answered	VVD	answer
.	SENT	.
""""	PUQ	""""
Without	PRP	without
aid	NN1	aid
it	PNP	it
is	VBZ	be
so	AV0	so
.	SENT	.
But	CJC	but
suppose	VVB	suppose
you	PNP	you
had	VHD	have
a	AT0	a
friend	NN1	friend
up	AVP	up
here	AV0	here
who	PNQ	who
lowered	VVD	lower|lowered
you	PNP	you
this	DT0	this
good	AJ0	good
stout	AJ0	stout
rope	NN1	rope
which	DTQ	which
I	PNP	i
see	VVB	see
in	PRP	in
the	AT0	the
corner	NN1	corner
,	PUN	,
securing	VVG	secure
one	CRD	one
end	NN1	end
of	PRF	of
it	PNP	it
to	PRP	to
this	DT0	this
great	AJ0	great
hook	NN1	hook
in	PRP	in
the	AT0	the
wall	NN1	wall
.	SENT	.
Then	AV0	then
,	PUN	,
I	PNP	i
think	VVB	think
,	PUN	,
if	CJS	if
you	PNP	you
were	VBD	be
an	AT0	an
active	AJ0	active
man	NN1	man
,	PUN	,
You	PNP	you
might	VM0	might
swarm	VVI	swarm
up	AVP	up
,	PUN	,
wooden	AJ0	wooden
leg	NN1	leg
and	CJC	and
all	DT0	all
.	SENT	.
You	PNP	you
would	VM0	would
depart	VVI	depart
,	PUN	,
of	PRF	of
course	NN1	course
,	PUN	,
in	PRP	in
the	AT0	the
same	DT0	same
fashion	NN1	fashion
,	PUN	,
and	CJC	and
your	DPS	you
ally	NN1	ally
would	VM0	would
draw	VVI	draw
up	AVP	up
the	AT0	the
rope	NN1	rope
,	PUN	,
untie	VVB	untie
it	PNP	it
from	PRP	from
the	AT0	the
hook	NN1	hook
,	PUN	,
shut	VVD	shut
the	AT0	the
window	NN1	window
,	PUN	,
snib	NN1	snib
it	PNP	it
on	PRP	on
the	AT0	the
inside	NN1	inside
,	PUN	,
and	CJC	and
get	VVB	get
away	AV0	away
in	PRP	in
the	AT0	the
way	NN1	way
that	CJT	that
he	PNP	he
originally	AV0	originally
came	VVD	come
.	SENT	.
As	CJS	as
a	AT0	a
minor	AJ0	minor
point	NN1	point
it	PNP	it
may	VM0	may
be	VBI	be
noted	VVN	note|noted
,	PUN	,
""""	PUQ	""""
he	PNP	he
continued	VVD	continue|continued
,	PUN	,
fingering	VVG	finger
the	AT0	the
rope	NN1	rope
,	PUN	,
""""	PUQ	""""
that	CJT	that
our	DPS	we
wooden-legged	AJ0	wooden-legged
friend	NN1	friend
,	PUN	,
though	CJS	though
a	AT0	a
fair	AJ0	fair
climber	NN1	climber
,	PUN	,
was	VBD	be
not	XX0	not
a	AT0	a
professional	AJ0	professional
sailor	NN1	sailor
.	SENT	.
His	DPS	he
hands	NN2	hand
were	VBD	be
far	AV0	far
from	PRP	from
horny	AJ0	horny
.	SENT	.
My	DPS	i
lens	NN1	lens
discloses	VVZ	disclose
more	AV0	more
than	CJS	than
one	CRD	one
blood-mark	NN1	blood-mark
,	PUN	,
especially	AV0	especially
towards	PRP	towards
the	AT0	the
end	NN1	end
of	PRF	of
the	AT0	the
rope	NN1	rope
,	PUN	,
from	PRP	from
which	DTQ	which
I	PNP	i
gather	VVB	gather
that	CJT	that
he	PNP	he
slipped	VVD	slip|slipped
down	AVP	down
with	PRP	with
such	DT0	such
velocity	NN1	velocity
that	CJT	that
he	PNP	he
took	VVD	take
the	AT0	the
skin	NN1	skin
off	PRP	off
his	DPS	he
hand	NN1	hand
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
This	DT0	this
is	VBZ	be
all	DT0	all
very	AV0	very
well	AV0	well
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
I	PNP	i
,	PUN	,
""""	PUQ	""""
but	CJC	but
the	AT0	the
thing	NN1	thing
becomes	VVZ	become
more	AV0	more
unintelligible	AJ0	unintelligible
than	CJS	than
ever	AV0	ever
.	SENT	.
How	AVQ	how
about	PRP	about
this	DT0	this
mysterious	AJ0	mysterious
ally	NN1	ally
?	SENT	?
How	AVQ	how
came	VVD	come
he	PNP	he
into	PRP	into
the	AT0	the
room	NN1	room
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
Yes	ITJ	yes
,	PUN	,
the	AT0	the
ally	NN1	ally
!	SENT	!
""""	PUQ	""""
repeated	VVD	repeat|repeated
Holmes	NP0	holmes
,	PUN	,
pensively	AV0	pensively
.	SENT	.
""""	PUQ	""""
There	EX0	there
are	VBB	be
features	NN2	feature
of	PRF	of
interest	NN1	interest
about	PRP	about
this	DT0	this
ally	NN1	ally
.	SENT	.
He	PNP	he
lifts	VVZ	lift
the	AT0	the
case	NN1	case
from	PRP	from
the	AT0	the
regions	NN2	region
of	PRF	of
the	AT0	the
commonplace	NN1	commonplace
.	SENT	.
I	PNP	i
fancy	VVB	fancy
that	CJT	that
this	DT0	this
ally	NN1	ally
breaks	VVZ	break
fresh	AJ0	fresh
ground	NN1	ground
in	PRP	in
the	AT0	the
annals	NN2	annal
of	PRF	of
crime	NN1	crime
in	PRP	in
this	DT0	this
country	NN1	country
,	PUN	,
---	AJ0	---
though	CJS	though
parallel	AJ0	parallel
cases	NN2	case
suggest	VVB	suggest
themselves	PNX	themselves
from	PRP	from
India	NP0	india
,	PUN	,
and	CJC	and
,	PUN	,
if	CJS	if
my	DPS	i
memory	NN1	memory
serves	VVZ	serve
me	PNP	i
,	PUN	,
from	PRP	from
Senegambia	NP0	senegambia
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
How	AVQ	how
came	VVD	come
he	PNP	he
,	PUN	,
then	AV0	then
?	SENT	?
""""	PUQ	""""
I	PNP	i
reiterated	VVD	reiterate
.	SENT	.
""""	PUQ	""""
The	AT0	the
door	NN1	door
is	VBZ	be
locked	VVN	lock|locked
,	PUN	,
the	AT0	the
window	NN1	window
is	VBZ	be
inaccessible	AJ0	inaccessible
.	SENT	.
Was	VBD	be
it	PNP	it
through	PRP	through
the	AT0	the
chimney	NN1	chimney
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
The	AT0	the
grate	NN1	grate
is	VBZ	be
much	AV0	much
too	AV0	too
small	AJ0	small
,	PUN	,
""""	PUQ	""""
he	PNP	he
answered	VVD	answer
.	SENT	.
""""	PUQ	""""
I	PNP	i
had	VHD	have
already	AV0	already
considered	VVN	consider|considered
that	DT0	that
possibility	NN1	possibility
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
How	AVQ	how
then	AV0	then
?	SENT	?
""""	PUQ	""""
I	PNP	i
persisted	VVD	persist
.	SENT	.
""""	PUQ	""""
You	PNP	you
will	VM0	will
not	XX0	not
apply	VVI	apply
my	DPS	i
precept	NN1	precept
,	PUN	,
""""	PUQ	""""
he	PNP	he
said	VVD	say|said
,	PUN	,
shaking	VVG	shake|shaking
his	DPS	he
head	NN1	head
.	SENT	.
""""	PUQ	""""
How	AVQ	how
often	AV0	often
have	VHB	have
I	PNP	i
said	VVN	say
to	PRP	to
you	PNP	you
that	CJT	that
when	CJS	when
you	PNP	you
have	VHB	have
eliminated	VVN	eliminate
the	AT0	the
impossible	AJ0	impossible
whatever	DTQ	whatever
remains	VVZ	remain|remains
,	PUN	,
HOWEVER	AV0	however
IMPROBABLE	AJ0	improbable
,	PUN	,
must	VM0	must
be	VBI	be
the	AT0	the
truth	NN1	truth
?	SENT	?
We	PNP	we
know	VVB	know
that	CJT	that
he	PNP	he
did	VDD	do
not	XX0	not
come	VVI	come
through	PRP	through
the	AT0	the
door	NN1	door
,	PUN	,
the	AT0	the
window	NN1	window
,	PUN	,
or	CJC	or
the	AT0	the
chimney	NN1	chimney
.	SENT	.
We	PNP	we
also	AV0	also
know	VVB	know
that	CJT	that
he	PNP	he
could	VM0	could
not	XX0	not
have	VHI	have
been	VBN	be
concealed	VVN	conceal|concealed
in	PRP	in
the	AT0	the
room	NN1	room
,	PUN	,
as	CJS	as
there	EX0	there
is	VBZ	be
no	AT0	no
concealment	NN1	concealment
possible	AJ0	possible
.	SENT	.
Whence	AVQ	whence
,	PUN	,
then	AV0	then
,	PUN	,
did	VDD	do
he	PNP	he
come	VVI	come
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
He	PNP	he
came	VVD	come
through	PRP	through
the	AT0	the
hole	NN1	hole
in	PRP	in
the	AT0	the
roof	NN1	roof
,	PUN	,
""""	PUQ	""""
I	PNP	i
cried	VVD	cry
.	SENT	.
""""	PUQ	""""
Of	PRF	of
course	NN1	course
he	PNP	he
did	VDD	do
.	SENT	.
He	PNP	he
must	VM0	must
have	VHI	have
done	VDN	do
so	AV0	so
.	SENT	.
If	CJS	if
you	PNP	you
will	VM0	will
have	VHI	have
the	AT0	the
kindness	NN1	kindness
to	TO0	to
hold	VVI	hold
the	AT0	the
lamp	NN1	lamp
for	PRP	for
me	PNP	i
,	PUN	,
we	PNP	we
shall	VM0	shall
now	AV0	now
extend	VVI	extend
our	DPS	we
researches	NN2	research
to	PRP	to
the	AT0	the
room	NN1	room
above	AV0	above
,	PUN	,
---	AJ0	---
the	AT0	the
secret	AJ0	secret
room	NN1	room
in	PRP	in
which	DTQ	which
the	AT0	the
treasure	NN1	treasure
was	VBD	be
found	VVN	find
.	SENT	.
""""	PUQ	""""
He	PNP	he
mounted	VVD	mount|mounted
the	AT0	the
steps	NN2	step
,	PUN	,
and	CJC	and
,	PUN	,
seizing	VVG	seize|seizing
a	AT0	a
rafter	NN1	rafter
with	PRP	with
either	DT0	either
hand	NN1	hand
,	PUN	,
he	PNP	he
swung	VVD	swing
himself	PNX	himself
up	AVP	up
into	PRP	into
the	AT0	the
garret	NN1	garret
.	SENT	.
Then	AV0	then
,	PUN	,
lying	VVG	lie|lying
on	PRP	on
his	DPS	he
face	NN1	face
,	PUN	,
he	PNP	he
reached	VVD	reach
down	AVP	down
for	PRP	for
the	AT0	the
lamp	NN1	lamp
and	CJC	and
held	VVD	hold|held
it	PNP	it
while	CJS	while
I	PNP	i
followed	VVD	follow
replaced-dns	NP0	replaced-dns
"<repdns text=""him.The"" />"
chamber	NN1	chamber
in	PRP	in
which	DTQ	which
we	PNP	we
found	VVD	find
ourselves	PNX	ourselves
was	VBD	be
about	AV0	about
ten	CRD	ten
feet	NN2	foot
one	CRD	one
way	NN1	way
and	CJC	and
six	CRD	six
the	AT0	the
other	NN1	other
.	SENT	.
The	AT0	the
floor	NN1	floor
was	VBD	be
formed	VVN	form
by	PRP	by
the	AT0	the
rafters	NN2	rafter
,	PUN	,
with	PRP	with
thin	AJ0	thin
lath-and-plaster	NN1	lath-and-plaster
between	PRP	between
,	PUN	,
so	AV0	so
that	CJT	that
in	PRP	in
walking	VVG	walk|walking
one	PNI	one
had	VHD	have
to	TO0	to
step	VVI	step
from	PRP	from
beam	NN1	beam
to	PRP	to
beam	NN1	beam
.	SENT	.
The	AT0	the
roof	NN1	roof
ran	VVD	run
up	AVP	up
to	PRP	to
an	AT0	an
apex	NN1	apex
,	PUN	,
and	CJC	and
was	VBD	be
evidently	AV0	evidently
the	AT0	the
inner	AJ0	inner
shell	NN1	shell
of	PRF	of
the	AT0	the
true	AJ0	true
roof	NN1	roof
of	PRF	of
the	AT0	the
house	NN1	house
.	SENT	.
There	EX0	there
was	VBD	be
no	AT0	no
furniture	NN1	furniture
of	PRF	of
any	DT0	any
sort	NN1	sort
,	PUN	,
and	CJC	and
the	AT0	the
accumulated	AJ0	accumulated|accumulate
dust	NN1	dust
of	PRF	of
years	NN2	year
lay	VVD	lie|lay
thick	AJ0	thick
upon	PRP	upon
the	AT0	the
floor	NN1	floor
.	SENT	.
""""	PUQ	""""
Here	AV0	here
you	PNP	you
are	VBB	be
,	PUN	,
you	PNP	you
see	VVB	see
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
Sherlock	NP0	sherlock
Holmes	NP0	holmes
,	PUN	,
putting	VVG	put|putting
his	DPS	he
hand	NN1	hand
against	PRP	against
the	AT0	the
sloping	AJ0	sloping|slope
wall	NN1	wall
.	SENT	.
""""	PUQ	""""
This	DT0	this
is	VBZ	be
a	AT0	a
trap-door	NN1	trap-door
which	DTQ	which
leads	VVZ	lead
out	AVP	out
on	AVP	on
to	PRP	to
the	AT0	the
roof	NN1	roof
.	SENT	.
I	PNP	i
can	VM0	can
press	VVI	press
it	PNP	it
back	AVP	back
,	PUN	,
and	CJC	and
here	AV0	here
is	VBZ	be
the	AT0	the
roof	NN1	roof
itself	PNX	itself
,	PUN	,
sloping	VVG	slope
at	PRP	at
a	AT0	a
gentle	AJ0	gentle
angle	NN1	angle
.	SENT	.
This	DT0	this
,	PUN	,
then	AV0	then
,	PUN	,
is	VBZ	be
the	AT0	the
way	NN1	way
by	PRP	by
which	DTQ	which
Number	NN1	number
One	PNI	one
entered	VVD	enter|entered
.	SENT	.
Let	VVB	let
us	PNP	we
see	VVB	see
if	CJS	if
we	PNP	we
can	VM0	can
find	VVI	find
any	DT0	any
other	AJ0	other
traces	NN2	trace
of	PRF	of
his	DPS	he
individuality	NN1	individuality
.	SENT	.
""""	PUQ	""""
He	PNP	he
held	VVD	hold|held
down	AVP	down
the	AT0	the
lamp	NN1	lamp
to	PRP	to
the	AT0	the
floor	NN1	floor
,	PUN	,
and	CJC	and
as	CJS	as
he	PNP	he
did	VDD	do
so	CJS	so
I	PNP	i
saw	VVD	see
for	PRP	for
the	AT0	the
second	ORD	second
time	NN1	time
that	DT0	that
night	NN1	night
a	AT0	a
startled	AJ0	startled|startle
,	PUN	,
surprised	AJ0	surprised|surprise
look	NN1	look
come	VVN	come
over	PRP	over
his	DPS	he
face	NN1	face
.	SENT	.
For	PRP	for
myself	PNX	myself
,	PUN	,
as	CJS	as
I	PNP	i
followed	VVD	follow
his	DPS	he
gaze	NN1	gaze
my	DPS	i
skin	NN1	skin
was	VBD	be
cold	AJ0	cold
under	PRP	under
my	DPS	i
clothes	NN2	clothes
.	SENT	.
The	AT0	the
floor	NN1	floor
was	VBD	be
covered	VVN	cover|covered
thickly	AV0	thickly
with	PRP	with
the	AT0	the
prints	NN2	print
of	PRF	of
a	AT0	a
naked	AJ0	naked
foot	NN1	foot
,	PUN	,
---	AJ0	---
clear	AJ0	clear
,	PUN	,
well	AV0	well
defined	VVN	define|defined
,	PUN	,
perfectly	AV0	perfectly
formed	VVN	form
,	PUN	,
but	CJC	but
scarce	AV0	scarce
half	DT0	half
the	AT0	the
size	NN1	size
of	PRF	of
those	DT0	those
of	PRF	of
an	AT0	an
ordinary	AJ0	ordinary
man	NN1	man
.	SENT	.
""""	PUQ	""""
Holmes	NP0	holmes
,	PUN	,
""""	PUQ	""""
I	PNP	i
said	VVD	say|said
,	PUN	,
in	PRP	in
a	AT0	a
whisper	NN1	whisper
,	PUN	,
""""	PUQ	""""
a	AT0	a
child	NN1	child
has	VHZ	have
done	VDN	do
the	AT0	the
horrid	AJ0	horrid
thing	NN1	thing
.	SENT	.
""""	PUQ	""""
He	PNP	he
had	VHD	have
recovered	VVN	recover|recovered
his	DPS	he
self-possession	NN1	self-possession
in	PRP	in
an	AT0	an
instant	NN1	instant
.	SENT	.
""""	PUQ	""""
I	PNP	i
was	VBD	be
staggered	VVN	stagger|staggered
for	PRP	for
the	AT0	the
moment	NN1	moment
,	PUN	,
""""	PUQ	""""
he	PNP	he
said	VVD	say|said
,	PUN	,
""""	PUQ	""""
but	CJC	but
the	AT0	the
thing	NN1	thing
is	VBZ	be
quite	AV0	quite
natural	AJ0	natural
.	SENT	.
My	DPS	i
memory	NN1	memory
failed	VVD	fail|failed
me	PNP	i
,	PUN	,
or	CJC	or
I	PNP	i
should	VM0	should
have	VHI	have
been	VBN	be
able	AJ0	able
to	TO0	to
foretell	VVI	foretell
it	PNP	it
.	SENT	.
There	EX0	there
is	VBZ	be
nothing	PNI	nothing
more	AV0	more
to	TO0	to
be	VBI	be
learned	VVN	learn|learned
here	AV0	here
.	SENT	.
Let	VVB	let
us	PNP	we
go	VVI	go
down	AVP	down
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
What	DTQ	what
is	VBZ	be
your	DPS	you
theory	NN1	theory
,	PUN	,
then	AV0	then
,	PUN	,
as	CJS	as
to	PRP	to
those	DT0	those
footmarks	NN2	footmark
?	SENT	?
""""	PUQ	""""
I	PNP	i
asked	VVD	ask
,	PUN	,
eagerly	AV0	eagerly
,	PUN	,
when	CJS	when
we	PNP	we
had	VHD	have
regained	VVN	regain
the	AT0	the
lower	AJC	low
room	NN1	room
once	CJS	once
more	AV0	more
.	SENT	.
""""	PUQ	""""
My	DPS	i
dear	NN1	dear
Watson	NP0	watson
,	PUN	,
try	VVB	try
a	AT0	a
little	AJ0	little
analysis	NN1	analysis
yourself	PNX	yourself
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
he	PNP	he
,	PUN	,
with	PRP	with
a	AT0	a
touch	NN1	touch
of	PRF	of
impatience	NN1	impatience
.	SENT	.
""""	PUQ	""""
You	PNP	you
know	VVB	know
my	DPS	i
methods	NN2	method
.	SENT	.
Apply	VVB	apply
them	PNP	they
,	PUN	,
and	CJC	and
it	PNP	it
will	VM0	will
be	VBI	be
instructive	AJ0	instructive
to	TO0	to
compare	VVI	compare
results	NN2	result
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
I	PNP	i
cannot	VVB	cannot
conceive	VVB	conceive
anything	PNI	anything
which	DTQ	which
will	VM0	will
cover	VVI	cover
the	AT0	the
facts	NN2	fact
,	PUN	,
""""	PUQ	""""
I	PNP	i
answered	VVD	answer
.	SENT	.
""""	PUQ	""""
It	PNP	it
will	VM0	will
be	VBI	be
clear	AJ0	clear
enough	AV0	enough
to	PRP	to
you	PNP	you
soon	AV0	soon
,	PUN	,
""""	PUQ	""""
he	PNP	he
said	VVD	say|said
,	PUN	,
in	PRP	in
an	AT0	an
off-hand	AJ0	off-hand
way	NN1	way
.	SENT	.
""""	PUQ	""""
I	PNP	i
think	VVB	think
that	CJT	that
there	EX0	there
is	VBZ	be
nothing	PNI	nothing
else	AV0	else
of	PRF	of
importance	NN1	importance
here	AV0	here
,	PUN	,
but	CJC	but
I	PNP	i
will	VM0	will
look	VVI	look
.	SENT	.
""""	PUQ	""""
He	PNP	he
whipped	VVD	whip
out	AVP	out
his	DPS	he
lens	NN1	lens
and	CJC	and
a	AT0	a
tape	NN1	tape
measure	NN1	measure
,	PUN	,
and	CJC	and
hurried	VVD	hurry|hurried
about	PRP	about
the	AT0	the
room	NN1	room
on	PRP	on
his	DPS	he
knees	NN2	knee
,	PUN	,
measuring	VVG	measure|measuring
,	PUN	,
comparing	VVG	compare
,	PUN	,
examining	VVG	examine|examining
,	PUN	,
with	PRP	with
his	DPS	he
long	AJ0	long
thin	AJ0	thin
nose	NN1	nose
only	AV0	only
a	AT0	a
few	DT0	few
inches	NN2	inch
from	PRP	from
the	AT0	the
planks	NN2	plank
,	PUN	,
and	CJC	and
his	DPS	he
beady	AJ0	beady
eyes	NN2	eye
gleaming	AJ0	gleaming|gleam
and	CJC	and
deep-set	AJ0	deep-set
like	PRP	like
those	DT0	those
of	PRF	of
a	AT0	a
bird	NN1	bird
.	SENT	.
So	AV0	so
swift	AJ0	swift
,	PUN	,
silent	AJ0	silent
,	PUN	,
and	CJC	and
furtive	AJ0	furtive
were	VBD	be
his	DPS	he
movements	NN2	movement
,	PUN	,
like	PRP	like
those	DT0	those
of	PRF	of
a	AT0	a
trained	AJ0	trained|train
blood-hound	NN1	blood-hound
picking	VVG	pick|picking
out	AVP	out
a	AT0	a
scent	NN1	scent
,	PUN	,
that	CJT	that
I	PNP	i
could	VM0	could
not	XX0	not
but	CJC	but
think	VVB	think
what	DTQ	what
a	AT0	a
terrible	AJ0	terrible
criminal	NN1	criminal
he	PNP	he
would	VM0	would
have	VHI	have
made	VVN	make
had	VHD	have
he	PNP	he
turned	VVN	turn
his	DPS	he
energy	NN1	energy
and	CJC	and
sagacity	NN1	sagacity
against	PRP	against
the	AT0	the
law	NN1	law
,	PUN	,
instead	AV0	instead
of	PRF	of
exerting	VVG	exert
them	PNP	they
in	PRP	in
its	DPS	it
defense	NN1	defense
.	SENT	.
As	CJS	as
he	PNP	he
hunted	VVD	hunt|hunted
about	AVP	about
,	PUN	,
he	PNP	he
kept	VVD	keep
muttering	VVG	mutter|muttering
to	PRP	to
himself	PNX	himself
,	PUN	,
and	CJC	and
finally	AV0	finally
he	PNP	he
broke	VVD	break|broke
out	AVP	out
into	PRP	into
a	AT0	a
loud	AJ0	loud
crow	NN1	crow
of	PRF	of
delight	NN1	delight
.	SENT	.
""""	PUQ	""""
We	PNP	we
are	VBB	be
certainly	AV0	certainly
in	PRP	in
luck	NN1	luck
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
he	PNP	he
.	SENT	.
""""	PUQ	""""
We	PNP	we
ought	VM0	ought
to	TO0	to
have	VHI	have
very	AV0	very
little	DT0	little
trouble	NN1	trouble
now	AV0	now
.	SENT	.
Number	NN1	number
One	CRD	one
has	VHZ	have
had	VHN	have
the	AT0	the
misfortune	NN1	misfortune
to	TO0	to
tread	VVI	tread
in	PRP	in
the	AT0	the
creosote	NN1	creosote
.	SENT	.
You	PNP	you
can	VM0	can
see	VVI	see
the	AT0	the
outline	NN1	outline
of	PRF	of
the	AT0	the
edge	NN1	edge
of	PRF	of
his	DPS	he
small	AJ0	small
foot	NN1	foot
here	AV0	here
at	PRP	at
the	AT0	the
side	NN1	side
of	PRF	of
this	DT0	this
evil-smelling	AJ0	evil-smelling
mess	NN1	mess
.	SENT	.
The	AT0	the
carboy	NN1	carboy
has	VHZ	have
been	VBN	be
cracked	VVN	crack|cracked
,	PUN	,
You	PNP	you
see	VVB	see
,	PUN	,
and	CJC	and
the	AT0	the
stuff	NN1	stuff
has	VHZ	have
leaked	VVN	leak
out	AVP	out
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
What	DTQ	what
then	AV0	then
?	SENT	?
""""	PUQ	""""
I	PNP	i
asked	VVD	ask
.	SENT	.
""""	PUQ	""""
Why	AVQ	why
,	PUN	,
we	PNP	we
have	VHB	have
got	VVN	get
him	PNP	he
,	PUN	,
that	DT0	that
's	VBZ	be
all	DT0	all
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
he	PNP	he
.	SENT	.
""""	PUQ	""""
I	PNP	i
know	VVB	know
a	AT0	a
dog	NN1	dog
that	CJT	that
would	VM0	would
follow	VVI	follow
that	DT0	that
scent	NN1	scent
to	PRP	to
the	AT0	the
world	NN1	world
's	POS	's
end	NN1	end
.	SENT	.
If	CJS	if
a	AT0	a
pack	NN1	pack
can	VM0	can
track	VVI	track
a	AT0	a
trailed	AJ0	trailed
herring	NN0	herring
across	PRP	across
a	AT0	a
shire	NN1	shire
,	PUN	,
how	AVQ	how
far	AV0	far
can	VM0	can
a	AT0	a
specially-trained	AJ0	specially-trained
hound	NN1	hound
follow	VVB	follow
so	AV0	so
pungent	AJ0	pungent
a	AT0	a
smell	NN1	smell
as	PRP	as
this	DT0	this
?	SENT	?
It	PNP	it
sounds	VVZ	sound
like	PRP	like
a	AT0	a
sum	NN1	sum
in	PRP	in
the	AT0	the
rule	NN1	rule
of	PRF	of
three	CRD	three
.	SENT	.
The	AT0	the
answer	NN1	answer
should	VM0	should
give	VVI	give
us	PNP	we
the	AT0	the
---	NN1	---
But	CJC	but
halloo	NN1	halloo
!	SENT	!
here	AV0	here
are	VBB	be
the	AT0	the
accredited	AJ0	accredited|accredit
representatives	NN2	representative
of	PRF	of
the	AT0	the
law	NN1	law
.	SENT	.
""""	PUQ	""""
Heavy	AJ0	heavy
steps	NN2	step
and	CJC	and
the	AT0	the
clamor	NN1	clamor
of	PRF	of
loud	AJ0	loud
voices	NN2	voice
were	VBD	be
audible	AJ0	audible
from	PRP	from
below	AV0	below
,	PUN	,
and	CJC	and
the	AT0	the
hall	NN1	hall
door	NN1	door
shut	VVN	shut
with	PRP	with
a	AT0	a
loud	AJ0	loud
crash	NN1	crash
.	SENT	.
""""	PUQ	""""
Before	CJS	before
they	PNP	they
come	VVB	come
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
Holmes	NP0	holmes
,	PUN	,
""""	PUQ	""""
just	AV0	just
put	VVB	put
your	DPS	you
hand	NN1	hand
here	AV0	here
on	PRP	on
this	DT0	this
poor	AJ0	poor
fellow	NN1	fellow
's	POS	's
arm	NN1	arm
,	PUN	,
and	CJC	and
here	AV0	here
on	PRP	on
his	DPS	he
leg	NN1	leg
.	SENT	.
What	DTQ	what
do	VDB	do
you	PNP	you
feel	VVI	feel
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
The	AT0	the
muscles	NN2	muscle
are	VBB	be
as	AV0	as
hard	AJ0	hard
as	CJS	as
a	AT0	a
board	NN1	board
,	PUN	,
""""	PUQ	""""
I	PNP	i
answered	VVD	answer
.	SENT	.
""""	PUQ	""""
Quite	AV0	quite
so	AV0	so
.	SENT	.
They	PNP	they
are	VBB	be
in	PRP	in
a	AT0	a
state	NN1	state
of	PRF	of
extreme	AJ0	extreme
contraction	NN1	contraction
,	PUN	,
far	AV0	far
exceeding	VVG	exceed
the	AT0	the
usual	AJ0	usual
rigor	NN1	rigor
mortis	NN1	mortis
.	SENT	.
Coupled	VVN	couple
with	PRP	with
this	DT0	this
distortion	NN1	distortion
of	PRF	of
the	AT0	the
face	NN1	face
,	PUN	,
this	DT0	this
Hippocratic	AJ0	hippocratic
smile	NN1	smile
,	PUN	,
or	CJC	or
'	PUQ	'
risus	NN1	risus
sardonicus	NN1	sardonicus
,	PUN	,
'	PUQ	'
as	CJS	as
the	AT0	the
old	AJ0	old
writers	NN2	writer
called	VVD	call|called
it	PNP	it
,	PUN	,
what	DTQ	what
conclusion	NN1	conclusion
would	VM0	would
it	PNP	it
suggest	VVI	suggest
to	PRP	to
your	DPS	you
mind	NN1	mind
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
Death	NN1	death
from	PRP	from
some	DT0	some
powerful	AJ0	powerful
vegetable	NN1	vegetable
alkaloid	NN1	alkaloid
,	PUN	,
""""	PUQ	""""
I	PNP	i
answered	VVD	answer
,	PUN	,
---	AJ0	---
""""	PUQ	""""
some	DT0	some
strychnine-like	AJ0	strychnine-like
substance	NN1	substance
which	DTQ	which
would	VM0	would
produce	VVI	produce
tetanus	NN1	tetanus
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
That	DT0	that
was	VBD	be
the	AT0	the
idea	NN1	idea
which	DTQ	which
occurred	VVD	occur
to	PRP	to
me	PNP	i
the	AT0	the
instant	NN1	instant
I	PNP	i
saw	VVD	see
the	AT0	the
drawn	VVN	draw
muscles	NN2	muscle
of	PRF	of
the	AT0	the
face	NN1	face
.	SENT	.
On	PRP	on
getting	VVG	get
into	PRP	into
the	AT0	the
room	NN1	room
I	PNP	i
at	PRP	at
